age,parch,sibsp,title,class,sex,embarked,cabinLetter,NumberCabin,target
40.0,0,0,9,1,1,3,2,125,1
39.0,5,1,13,3,1,3,8,200,0
29.69911764705882,0,0,12,3,2,3,8,200,0
29.69911764705882,0,1,9,3,1,2,8,200,1
29.69911764705882,0,0,12,3,2,2,8,200,0
35.0,0,0,12,3,2,3,8,200,0
24.0,2,1,9,2,1,3,8,200,1
34.0,1,1,12,3,2,3,8,200,0
26.0,0,1,13,3,1,3,8,200,0
4.0,1,2,9,2,1,3,5,4,1
26.0,0,0,12,2,2,3,8,200,0
27.0,0,1,12,3,2,1,8,200,0
42.0,0,1,12,1,2,3,3,19,1
20.0,1,1,12,3,2,1,8,200,1
21.0,0,0,12,3,2,3,8,200,0
21.0,0,0,12,3,2,3,8,200,0
61.0,0,0,12,1,2,3,3,50,0
57.0,0,0,15,2,2,2,8,200,0
21.0,0,0,9,1,1,3,3,9,1
26.0,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,3,2,2,8,200,0
80.0,0,0,12,1,2,3,9,23,1
51.0,0,0,12,3,2,3,8,200,0
32.0,0,0,4,1,2,1,1,50,1
29.69911764705882,0,0,12,1,2,3,8,200,0
9.0,2,3,9,3,1,3,8,200,0
28.0,0,0,9,2,1,3,8,200,1
32.0,0,0,12,3,2,3,8,200,0
31.0,1,1,12,2,2,3,8,200,0
41.0,5,0,13,3,1,3,8,200,0
29.69911764705882,0,1,12,3,2,3,8,200,0
20.0,0,0,12,3,2,3,8,200,0
24.0,0,0,10,1,1,1,1,35,1
2.0,2,3,9,3,1,3,8,200,0
29.69911764705882,0,0,12,3,2,3,8,200,1
0.75,1,2,9,3,1,1,8,200,1
48.0,0,1,12,1,2,1,3,33,1
19.0,0,0,12,3,2,3,8,200,0
56.0,0,0,1,1,2,1,9,26,1
29.69911764705882,0,0,12,3,2,3,8,200,0
23.0,0,0,9,3,1,3,8,200,1
29.69911764705882,0,0,12,3,2,3,8,200,0
18.0,1,0,9,2,1,3,8,200,1
21.0,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,9,3,1,2,8,200,1
18.0,0,0,9,3,1,2,8,200,0
24.0,0,2,12,2,2,3,8,200,0
29.69911764705882,0,0,12,3,2,3,8,200,0
32.0,1,1,13,3,1,2,8,200,0
23.0,0,0,12,2,2,3,8,200,0
58.0,2,0,12,1,2,1,3,48,0
50.0,0,2,4,1,2,3,8,200,1
40.0,0,0,12,3,2,1,8,200,0
47.0,0,0,12,1,2,3,4,58,0
36.0,0,0,12,3,2,3,8,200,0
20.0,0,1,12,3,2,3,8,200,1
32.0,0,2,12,2,2,3,8,200,0
25.0,0,0,12,2,2,3,8,200,0
29.69911764705882,0,0,12,3,2,3,8,200,0
43.0,0,0,12,3,2,3,8,200,0
29.69911764705882,0,1,13,1,1,3,2,126,1
40.0,1,1,13,2,1,3,8,200,1
31.0,0,1,12,1,2,3,1,71,0
70.0,0,0,12,2,2,3,8,200,0
31.0,0,0,12,2,2,3,8,200,1
29.69911764705882,0,0,12,2,2,3,8,200,0
18.0,0,0,12,3,2,3,8,200,0
24.5,0,0,12,3,2,3,8,200,0
18.0,0,0,9,3,1,3,8,200,1
43.0,6,1,13,3,1,3,8,200,0
36.0,1,0,12,1,2,1,1,51,1
29.69911764705882,0,0,9,3,1,2,8,200,0
27.0,0,0,12,1,2,1,3,49,1
20.0,0,0,12,3,2,3,8,200,0
14.0,2,5,12,3,2,3,8,200,0
60.0,1,1,12,2,2,3,8,200,0
25.0,2,1,12,2,2,1,8,200,0
14.0,1,4,12,3,2,3,8,200,0
19.0,0,0,12,3,2,3,8,200,0
18.0,0,0,12,3,2,3,8,200,0
15.0,1,0,9,1,1,3,1,5,1
31.0,0,1,12,1,2,3,1,20,1
4.0,1,0,9,3,1,1,8,200,1
29.69911764705882,0,0,12,3,2,3,8,200,1
25.0,0,0,12,3,2,1,8,200,0
60.0,0,0,1,1,2,3,8,200,0
52.0,0,0,12,2,2,3,8,200,0
44.0,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,9,3,1,2,8,200,1
49.0,1,1,12,1,2,1,2,68,0
42.0,0,0,12,3,2,3,5,63,0
18.0,0,1,13,1,1,1,2,62,1
35.0,0,0,12,1,2,3,4,24,1
18.0,1,0,9,3,1,1,8,200,0
25.0,0,0,12,3,2,2,8,200,0
26.0,0,1,12,3,2,3,8,200,0
39.0,0,0,12,2,2,3,8,200,0
45.0,0,0,13,2,1,3,8,200,1
42.0,0,0,12,1,2,3,4,24,1
22.0,0,0,9,1,1,3,8,200,1
29.69911764705882,1,1,8,3,2,1,8,200,1
24.0,0,0,10,1,1,1,2,90,1
29.69911764705882,0,0,12,1,2,3,2,124,0
48.0,0,1,12,1,2,3,2,126,1
29.0,0,0,12,3,2,3,8,200,0
52.0,0,0,12,2,2,3,8,200,0
19.0,0,0,12,3,2,3,5,73,0
38.0,0,0,9,1,1,1,2,45,1
27.0,0,0,9,2,1,3,4,101,1
29.69911764705882,0,0,12,3,2,2,8,200,0
33.0,0,0,12,3,2,3,8,200,0
6.0,1,0,9,2,1,3,8,200,1
17.0,0,1,12,3,2,3,8,200,0
34.0,0,0,12,2,2,3,8,200,0
50.0,0,0,12,2,2,3,8,200,0
27.0,0,1,12,1,2,3,4,8,1
20.0,0,0,12,3,2,3,8,200,0
30.0,0,3,13,2,1,3,8,200,1
29.69911764705882,0,0,9,3,1,2,8,200,1
25.0,0,1,12,2,2,3,8,200,0
25.0,0,1,9,3,1,3,8,200,0
29.0,0,0,9,1,1,3,1,5,1
11.0,0,0,12,3,2,1,8,200,0
29.69911764705882,0,0,12,2,2,3,8,200,0
23.0,0,0,12,2,2,3,8,200,0
23.0,0,0,12,2,2,3,8,200,0
28.5,0,0,12,3,2,3,8,200,0
48.0,3,1,13,3,1,3,8,200,0
35.0,0,0,12,1,2,1,1,101,1
29.69911764705882,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,1,2,3,3,45,1
36.0,0,1,12,1,2,3,2,46,0
21.0,2,2,9,1,1,1,1,57,1
24.0,0,1,12,3,2,3,8,200,0
31.0,0,0,12,3,2,3,8,200,1
70.0,1,1,18,1,2,3,1,22,0
16.0,1,1,12,3,2,3,8,200,0
30.0,0,0,9,2,1,3,8,200,1
19.0,0,1,12,1,2,3,3,30,0
31.0,0,0,12,3,2,2,8,200,0
4.0,1,1,9,2,1,3,8,200,1
6.0,1,0,8,3,2,3,4,121,1
33.0,0,0,12,3,2,3,8,200,0
23.0,0,0,12,3,2,3,8,200,0
48.0,2,1,13,2,1,3,8,200,1
0.67,1,1,8,2,2,3,8,200,1
28.0,0,0,12,3,2,3,8,200,0
18.0,0,0,12,2,2,3,8,200,0
34.0,0,0,12,3,2,3,8,200,0
33.0,0,0,17,1,1,3,1,77,1
29.69911764705882,0,0,12,3,2,3,8,200,0
41.0,0,0,12,3,2,3,8,200,0
20.0,0,0,12,3,2,1,8,200,1
36.0,2,1,13,1,1,3,1,96,1
16.0,0,0,12,3,2,3,8,200,0
51.0,0,1,13,1,1,3,3,11,1
29.69911764705882,0,0,4,1,2,1,8,200,0
30.5,0,0,9,3,1,2,8,200,0
29.69911764705882,0,1,12,3,2,2,8,200,0
32.0,0,0,12,3,2,3,8,200,0
24.0,0,0,12,3,2,3,8,200,0
48.0,0,0,12,3,2,3,8,200,0
57.0,0,0,13,2,1,3,4,77,0
29.69911764705882,0,0,12,3,2,1,8,200,0
54.0,3,1,13,2,1,3,8,200,1
18.0,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,3,2,2,5,38,0
5.0,0,0,9,3,1,3,8,200,1
29.69911764705882,0,0,12,3,2,2,8,200,0
43.0,1,0,13,1,1,3,1,3,1
13.0,0,0,9,3,1,1,8,200,1
17.0,0,1,13,1,1,3,1,20,1
29.0,0,0,12,1,2,3,3,6,0
29.69911764705882,2,1,12,3,2,3,8,200,0
25.0,0,0,12,3,2,3,8,200,0
25.0,0,0,12,3,2,3,8,200,0
18.0,0,0,9,3,1,3,8,200,1
8.0,1,4,8,3,2,2,8,200,0
1.0,2,1,8,3,2,3,8,200,1
46.0,0,0,12,1,2,1,1,82,0
29.69911764705882,0,0,12,3,2,2,8,200,0
16.0,0,0,12,2,2,3,8,200,0
29.69911764705882,2,8,9,3,1,3,8,200,0
29.69911764705882,0,0,12,1,2,1,8,200,0
25.0,0,0,12,3,2,3,8,200,0
39.0,0,0,12,2,2,3,8,200,0
49.0,0,0,4,1,1,3,3,17,1
31.0,0,0,13,3,1,3,8,200,1
30.0,0,0,12,3,2,1,8,200,0
30.0,1,1,13,3,1,3,8,200,0
34.0,0,0,12,2,2,3,8,200,0
31.0,1,1,13,2,1,3,8,200,1
11.0,2,1,8,1,2,3,1,96,1
0.42,1,0,8,3,2,1,8,200,1
27.0,0,0,12,3,2,3,8,200,1
31.0,0,0,12,3,2,3,8,200,0
39.0,0,0,12,1,2,3,9,36,0
18.0,0,0,9,3,1,3,8,200,0
39.0,0,0,12,2,2,3,8,200,0
33.0,0,1,13,1,1,3,4,8,1
26.0,0,0,12,3,2,3,8,200,0
39.0,0,0,12,3,2,3,8,200,0
35.0,0,0,12,2,2,3,8,200,0
6.0,2,4,9,3,1,3,8,200,0
30.5,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,1,2,3,1,102,0
23.0,0,0,9,3,1,3,8,200,0
31.0,1,1,12,2,2,1,8,200,0
43.0,0,0,12,3,2,3,8,200,0
10.0,2,3,8,3,2,3,8,200,0
52.0,1,1,13,1,1,3,1,69,1
27.0,0,0,12,3,2,3,8,200,1
38.0,0,0,5,1,2,3,8,200,0
27.0,1,0,13,3,1,3,4,121,1
2.0,1,4,8,3,2,3,8,200,0
29.69911764705882,0,0,12,3,2,2,8,200,0
29.69911764705882,0,0,12,3,2,3,8,200,0
1.0,2,0,8,2,2,1,8,200,1
29.69911764705882,0,0,12,3,2,2,8,200,1
62.0,0,0,13,1,1,3,1,28,1
15.0,0,1,13,3,1,1,8,200,1
0.83,1,1,8,2,2,3,8,200,1
29.69911764705882,0,0,12,3,2,1,8,200,0
23.0,0,0,12,3,2,3,8,200,0
18.0,0,0,12,3,2,3,8,200,0
39.0,1,1,9,1,1,1,4,49,1
21.0,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,3,2,3,8,200,0
32.0,0,0,12,3,2,3,8,200,1
29.69911764705882,0,0,12,1,2,1,2,47,1
20.0,0,0,12,3,2,3,8,200,0
16.0,0,0,12,2,2,3,8,200,0
30.0,0,0,9,1,1,1,8,200,1
34.5,0,0,12,3,2,1,8,200,0
17.0,0,0,12,3,2,3,8,200,0
42.0,0,0,12,3,2,3,8,200,0
29.69911764705882,2,8,12,3,2,3,8,200,0
35.0,0,0,12,3,2,1,8,200,0
28.0,1,0,15,2,2,3,8,200,0
29.69911764705882,0,1,13,1,1,1,2,92,1
4.0,2,4,8,3,2,3,8,200,0
74.0,0,0,12,3,2,3,8,200,0
9.0,1,1,9,3,1,1,8,200,0
16.0,1,0,9,1,1,3,3,28,1
44.0,0,1,13,2,1,3,8,200,0
18.0,1,0,13,3,1,3,8,200,1
45.0,1,1,13,1,1,3,8,200,1
51.0,0,0,12,1,2,3,4,17,1
24.0,3,0,13,3,1,1,8,200,1
29.69911764705882,0,0,12,3,2,1,8,200,0
41.0,0,2,12,3,2,3,8,200,0
21.0,0,1,12,2,2,3,8,200,0
48.0,0,0,13,1,1,3,3,17,1
29.69911764705882,2,8,9,3,1,3,8,200,0
24.0,0,0,12,2,2,3,8,200,0
42.0,0,0,13,2,1,3,8,200,1
27.0,0,1,9,2,1,1,8,200,1
31.0,0,0,12,1,2,3,9,24,0
29.69911764705882,0,0,12,3,2,3,8,200,0
4.0,1,1,8,3,2,3,8,200,1
26.0,0,0,12,3,2,3,8,200,0
47.0,1,1,13,1,1,3,3,35,1
33.0,0,0,12,1,2,3,1,51,0
47.0,0,0,12,3,2,3,8,200,0
28.0,0,1,13,2,1,1,8,200,1
15.0,0,0,9,3,1,1,8,200,1
20.0,0,0,12,3,2,3,8,200,0
19.0,0,0,12,3,2,3,8,200,0
29.69911764705882,0,0,12,3,2,3,8,200,0
56.0,1,0,13,1,1,1,2,50,1
25.0,1,0,13,2,1,3,8,200,1
33.0,0,0,12,3,2,3,8,200,0
22.0,0,0,9,3,1,3,8,200,0
28.0,0,0,12,2,2,3,8,200,0
25.0,0,0,12,3,2,3,8,200,0
39.0,5,0,13,3,1,2,8,200,0
27.0,0,0,15,2,2,3,8,200,0
19.0,0,0,9,1,1,3,1,42,1
29.69911764705882,2,1,9,3,1,3,8,200,0
26.0,0,0,12,1,2,1,2,148,1
32.0,0,0,12,3,2,2,8,200,0
